0,0.10933226,0.04169238,0.16802593,0.08898109,0.0576009,0.058338895,0.052738417,0.06107187,0.106717475
0,0.084467955,0.048823148,0.17521457,0.03873616,0.048306435,0.1421737,0.033292864,0.07542234,0.068429425
0,0.08660884,0.050958388,0.17043206,0.03322089,0.048843794,0.12677965,0.050410945,0.039205663,0.14153384
0,0.053984266,0.019198531,0.036112484,0.023473255,0.02935073,0.061183456,0.036022972,0.016423889,0.032291383
0,0.06461818,0.023378544,0.041057516,0.033214726,0.044095837,0.060323473,0.059910513,0.062504925,0.60977566
0,0.040593892,0.016241789,0.05575363,0.01911928,0.019157395,0.029820878,0.019234177,0.016572677,0.025268327
0,0.20785095,0.109656855,0.21264611,0.22171333,0.1247867,0.20818488,0.10060736,0.080222875,0.33766505
0,0.24455658,0.14351603,0.09523138,0.12756975,0.1289878,0.59527606,0.10183222,0.06339168,0.09644469
0,0.1792855,0.11735503,0.38168406,0.14075407,0.1327013,0.19046715,0.10800227,0.053422906,0.036275107
0,0.08363795,0.036001734,0.15855552,0.062178344,0.031701382,0.09923441,0.048568133,0.08609475,0.40960526
0,0.2413586,0.12167872,0.39772794,0.17833859,0.08468479,0.18412486,0.057241533,0.011131718,0.028684147
0,0.13091081,0.077481255,0.109040976,0.076293804,0.09977411,0.31651697,0.16331139,0.063813135,0.5022119
0,0.16359214,0.08902153,0.14890921,0.13516545,0.05185167,0.26909354,0.0451972,0.052809,0.8603142
0,0.08057806,0.035913266,0.09076105,0.05757147,0.05446909,0.08235297,0.0810857,0.06482507,0.23747636
0,0.14289454,0.073055126,0.2963651,0.100110844,0.071877316,0.10677789,0.06416598,0.13051131,0.1145994
0,0.037322786,0.014338698,0.02526404,0.010709022,0.02817983,0.071214974,0.05022757,0.024563102,0.44822425
0,0.050616067,0.01461342,0.022524968,0.025819164,0.021422634,0.061257966,0.029818615,0.009732123,0.04312733
0,0.11317595,0.057332177,0.16058315,0.11290187,0.091256425,0.08506801,0.12525403,0.024733683,0.016984701
0,0.0597956,0.021611817,0.04342941,0.031660117,0.037874088,0.08318998,0.07946688,0.03878239,0.15523279
0,0.19454935,0.088573195,0.08117077,0.16234721,0.14285633,0.24753956,0.1808465,0.060854074,0.60233665
0,0.04332258,0.009800816,0.016488995,0.02371714,0.014272345,0.022099828,0.020259101,0.020068455,0.34751123
0,0.24077104,0.097573794,0.10945419,0.11435672,0.19335867,0.23581976,0.34012467,0.08830097,0.6413131
0,0.10760705,0.04264027,0.07266083,0.078878656,0.0770052,0.103714675,0.11958679,0.06778259,0.5183209
